time,sensor4,sensor5,sensor6
0,71.49014245903369,100.29098789497816,98.99264590212961
1,69.17768358551466,101.4719914524863,105.32054419969263
2,71.1280185923585,96.91837870265068,99.84818519355808
3,73.34651903630872,105.33672295558301,96.43101001211905
4,67.66744583194286,95.72802936020308,100.51668930303998
5,67.25997157429352,94.79003604251454,100.74922740987925
6,72.29249738069144,101.5934548775535,93.79021781412199
7,69.44963961065622,100.18063071511764,102.03147276721772
8,65.33138875442084,99.36452246056086,101.81503339996958
9,67.95996853201181,99.06371991337278,104.90993570886032
10,64.53451181184475,96.82846344321474,108.68166452308056
11,64.12005211859957,93.85996102347353,106.82797095071224
12,65.83560468303666,96.46565818868777,102.95508941422892
13,58.96235362339338,93.8932797557458,100.75565738349286
14,59.11991734885588,98.53664446671094,112.1087941432919
15,62.20028474770028,94.85663349812683,104.87984965941023
16,60.44113046344814,92.50783442843124,105.05746185693006
17,64.01484231126544,93.70668887002535,105.25677834368567
18,59.9405045759442,95.59616113398675,106.23688751114369
19,58.020142187530176,92.3527134889235,105.52303161689275
20,66.24647608732893,91.26374633681168,104.54860645584832
21,60.764677368132865,94.14798953416226,104.9424952765923
22,61.237067372684464,93.83834798918824,106.79829191348995
23,56.352714689008536,91.26913912592423,105.57975703456108
24,58.586287563101564,91.0633741113582,105.38497362375534
25,60.144679994834924,92.85915921646162,108.15628127868698
26,55.951407982466634,87.50527675607229,107.38553856717317
27,60.12395925879877,87.31365883361013,112.97592880900827
28,56.787425623033556,89.06723786915805,100.82452004190561
29,57.30673693243835,90.26874945395537,112.36542964667647
30,55.9691748341582,91.52833398206047,113.14264429222644
31,62.92360571340142,94.70820031229067,103.49769764133354
32,56.91875597468902,92.54163090722362,109.00328518014139
33,53.37859135106333,89.17535682390283,109.23050498821952
34,58.61183536326882,89.28464416626058,106.43577212587789
35,52.07414616607439,86.02062507223077,108.63833677108317
36,55.95574439002994,88.65919413434258,107.95353892128277
37,49.04261972240457,87.53527800173488,116.85555741177556
38,50.52954843637681,89.05592997568512,114.71926088477153
39,54.697166779707686,85.29260184018942,116.0403706141361
40,55.91445930111476,89.01885458974547,114.70420114510776
41,53.80564089372665,91.74555216220523,109.46550926315082
42,52.53706769202023,86.50757535400247,111.59258340178764
43,51.5731779414453,87.72551134184542,114.94774750813517
44,47.6333995461391,88.27732852685747,110.12672002160002
45,49.50190938108547,84.68975551224219,116.24557836261747
46,49.87200218241845,86.25221474950648,113.69908650145037
47,54.017761662982764,85.30423488259616,113.60907989710043
48,51.46972634205961,85.24600635207283,117.17990184818414
49,44.74222749629424,82.32046908103548,116.69329150185624
50,50.59607635959504,84.39954933155427,114.59108269376533
51,48.06105409918992,85.50653405868933,119.46545022513978
52,46.778011428549206,88.05249038451366,113.05775045607177
53,50.236282785017906,86.2633924155597,118.46222688352871
54,51.08672897501137,89.5316476860143,118.70720346042553
55,50.38004725390032,80.45657800099103,116.31273999240285
56,44.66103081591202,85.06210297599276,118.53325800089563
57,45.84352274705451,82.68168745922134,114.11499782883782
58,47.35742665784705,88.38759061783483,120.9538992394389
59,48.88274823403165,79.07980733829191,117.94059139631366
60,44.11106662815692,78.67205704399059,117.24060836790997
61,44.584088900729554,79.0795650103764,122.2692847308022
62,41.41453739773114,74.19257614995459,117.3227056054877
63,40.73739893653542,78.67351863401727,115.52383241184977
64,72.53162135432993,87.75394997772135,85.23606859228096
65,74.63298340859649,90.63926913372329,91.2537665311529
66,70.8184523938797,91.37009551353837,85.12422918389045
67,74.51530088803344,96.13007991576679,93.75968035159573
68,73.05982970523695,93.5095787245895,81.7792901462548
69,70.50978180201534,89.08433605495637,92.6442280390394
70,73.99954731809264,88.27654281981073,87.71769190004046
71,77.99968963670199,92.60428416028753,86.32428072708475
72,73.7483212557109,87.32456683661833,84.5094433665324
73,79.01994977621945,96.93638256715555,86.87138953427878
74,66.93700293224488,95.13706644366856,85.09085764821134
75,77.73216519337645,90.34795893710282,88.04344796579878
76,75.99781832070198,86.77282211805652,84.60600582999865
77,75.30987450032653,96.13058263973763,84.2440087326615
78,76.95239831706732,91.88208579339576,82.23204737589762
79,71.1846286793948,96.09589407698621,82.68182770563931
80,76.95853919542164,87.75590197659494,83.305850447742
81,79.15911200920608,90.89779969602895,76.78172052735927
82,82.99167586463209,92.86839567595706,77.39745000327532
83,77.47340251132326,93.15034617000896,83.20157911592395
84,77.07295179320131,91.81594778618923,81.01416371250295
85,78.46338090686393,95.19143380958168,79.47939795332442
86,83.18507782646044,90.27676253630362,79.61643032584195
87,81.89534423806995,93.20922518129976,80.13365420699411
88,79.79002973352647,94.15399034341155,77.00141061424432
89,83.38933207990434,95.49315976236434,75.8155560432288
90,82.61098186434505,96.24142770636698,78.2677865489921
91,85.69590362363628,90.88939660849893,74.27491301511729
92,81.15402880614224,89.81772018371791,77.96457017936912
93,82.74742108371765,98.40983297353252,71.16184166377552
94,83.02430249985117,95.73048435568799,78.88683995272929
95,80.28030155058796,92.64482252199177,76.7469460522548
96,86.02942666191473,99.70047787014124,75.62702337222062
97,86.39445108299735,95.55078565836446,77.33678768537885
98,86.09684507212175,98.8983931195896,78.91491863119336
99,85.8479627378056,95.71979682354068,76.49138605712335
100,82.77583134751646,101.85622496586853,67.45543373233737
101,86.23022704110831,101.09674353046441,68.66910609038851
102,86.93423889556075,95.2405683696098,70.16316182177191
103,86.02577007321288,99.05891347982231,71.64567126975476
104,88.41896418161639,98.23706828762691,72.65015574479295
105,90.58519332279472,100.56357492338074,68.4497278081885
106,95.50181789171937,93.71964968095561,70.71704010534346
107,90.83721306231996,98.82931425460346,67.42037157911558
108,91.55635023172943,100.10317314706914,67.38174753146302
109,91.0305807479993,91.80842103916326,64.52609821415754
110,85.96782428513735,93.6916037723475,65.5061623306328
111,92.11481574042351,91.28042258897676,63.75058881637984
112,92.84526743233091,96.7466384308356,64.40780343856017
113,100.52452257570036,99.86422551346939,70.02612915157901
114,93.02793277963782,102.3754097142818,63.546787659522984
115,94.9798771367187,98.24736271116528,73.82191108479431
116,94.44131923633881,103.06766481853207,66.93449915718813
117,91.50963986833261,94.19825361908573,65.53883438989341
118,98.91436186047295,93.38515048757718,61.93903324252847
119,98.2119119507249,98.48539452086501,66.1448167855624
120,98.7994281295304,99.960973776285,61.84675423288543
121,94.16838935975372,98.86743299709703,63.46947771979816
122,101.57515409268291,92.91993075317191,70.31348245493177
123,93.63143740723443,99.0116367466654,61.87482970521477
124,100.06778131274876,95.52232817560143,65.14060994750908
125,105.34879634451457,101.60149413551834,59.1130412575377
126,96.27603992742925,100.84901103923099,60.6473856256878
127,98.01897514974968,97.08631675387059,65.59453356834854
128,110.36165002002781,84.27344626993346,-2.0689889476579673
129,108.70900877432851,84.67502401113565,4.7790384639594405
130,105.72418525539095,89.7022448398419,0.994729160598407
131,110.73860428491965,94.79332664802406,-3.286146409187503
132,107.50274403123548,91.00833910237266,-0.17174230007481794
133,112.26717227623158,97.51527434279177,0.3784783959021283
134,108.24486209353684,96.44997949597982,-1.1439745020631387
135,115.80967782320309,97.69975140916907,-8.190297984122779
136,108.96685454305398,101.79489638095136,-6.131254787662695
137,110.5071696833579,101.04787804841582,-5.16261860257927
138,114.07064569599615,104.53027465449134,-5.113582418961576
139,108.0942409064975,104.63520644762528,-3.4984852747460833
140,112.62595347152399,116.16063307899991,-5.297618000335022
141,116.02174174247111,112.40986589102486,-10.306973515001769
142,107.43460358785237,112.24251626599087,-5.630566321590255
143,112.9676946790452,117.02125007703025,-5.409622074493356
144,113.35018129810577,118.07994375061399,-6.032227402288386
145,115.07274134260464,119.79163665594577,-4.939476005154307
146,109.1731604065507,124.33466310953466,-6.150271153908141
147,109.07938251184436,126.80230369440521,-7.744716815606224
148,114.7633168598601,124.97589467629065,-9.802973623404156
149,114.2451859946212,126.87756095204713,-15.04557872531287
150,114.26245033787148,129.81747813738514,-9.244060703103804
151,114.707056227237,125.77448728949227,-10.38007173474891
152,111.78437724592283,130.17229515196232,-10.658617720388802
153,114.67795231405354,140.85610869575046,-15.773819395172533
154,115.0171484543788,143.72800658877966,-15.656962724673058
155,112.15161659231588,140.08361288446565,-9.72455397918624
156,120.04873419174147,144.59800944716102,-13.472897436491596
157,116.02964923295481,145.83970657648322,-11.779949318540424
158,111.19097979052371,156.1802160930773,-14.209715718003595
159,116.89129091994538,152.33991595687425,-14.675621863644425
160,112.15432489527414,147.73536948261105,-12.420258299940333
161,117.5963635290957,141.49074544935863,-17.253463338257127
162,118.86763626680278,135.77627232449376,-15.887186258518737
163,113.08654238663766,137.4442467069747,-18.032593891193496
164,118.59545754133799,130.8030480776267,-18.419476143111996
165,117.10041174632673,125.04358369879314,-18.513723266957648
166,118.48498925741292,123.60887068896528,-17.39002501738726
167,121.86592753730353,118.54218984495624,-19.96289163301551
168,115.5961240532453,123.08650327512369,-15.229596827041195
169,114.22781972009366,116.9082421548609,-22.15090654615695
170,113.9772247362018,110.47764947416925,-20.497919007719183
171,114.35507698209429,111.17964432889575,-21.726716685794308
172,116.7279425206605,103.21016134927523,-16.536809293647252
173,118.13944338526498,96.63244833645415,-20.75829805291041
174,118.10279967071732,100.02391768635447,-18.722648199775907
175,119.91101683174757,93.30952009970603,-26.745082373029412
176,117.62521257218543,84.81929601977926,-21.9574698920474
177,122.1035489399359,83.59826296261437,-20.559947738521544
178,117.10571602066231,77.78066875081748,-23.452207593302262
179,126.21693383205725,72.49736883218544,-20.972837871669135
180,120.09016818749565,75.66254518177995,-26.191363782902986
181,115.79843328686401,74.85050697470197,-20.88167554778181
182,115.31396827384174,61.16479884594072,-18.68324293321748
183,120.13080282566686,63.287653791576425,-27.138672421130888
184,118.16973703587198,55.88506288824579,-27.856883739750906
185,121.13886668603803,52.61385895842375,-22.630442179932167
186,120.57331788939462,48.536297851107925,-22.7220986098298
187,119.09185808961558,43.95975182889164,-29.499614564218426
188,116.92670348529322,42.93553353587214,-29.661814369782856
189,115.07928277735306,36.53536281691111,-29.71682718081349
190,118.44101940712183,36.0778281575903,-33.37504432307148
191,122.50650045820554,31.353987866009938,-32.567868065157924
192,100.64228123239062,29.245538304541835,-3.10646618740354
193,96.26278366386404,27.176995534251382,-2.554176394371942
194,100.51954277755354,28.106676603906287,-0.5115781731321287
195,101.15595213918651,32.040468348323664,0.1383808747255526
196,97.3484276913966,31.21435030895465,3.9304983436459926
197,100.46117531783658,26.716237086920962,-3.872805068924839
198,100.174626155338,29.8842038128394,1.9184844368090608
199,96.57108910650813,31.7776723419022,-1.8331891032094383
200,101.07336208104485,24.45259920365783,-1.4963535114024382
201,101.6823535791047,31.028199699396858,0.5197562821424473
202,103.24915372952583,27.34755192065462,-5.029608070956488
203,103.1614061561047,30.98452327850675,-0.6709525796296647
204,95.86699189612872,26.92025387833483,-1.4755650054548763
205,97.18652488025464,23.732689121203933,-0.6543076499818219
206,101.54510580162598,24.202012184783115,-1.4208953221950393
207,101.54135785273662,29.16619841365186,4.920759353901964
208,101.54514305891814,29.738415154067265,-4.515100830496891
209,111.55819447196416,26.183601848824708,-4.351611554660627
210,101.7126715320795,30.749633175705164,-4.784782080841692
211,103.40669692054179,23.78659968780127,-4.738531670960388
212,102.8620052904796,28.51022455390131,-5.141001507311401
213,101.95417375391739,25.012719425791,0.1814696560185829
214,99.05419226607896,26.627563776907003,0.7191929947532678
215,102.2769076614798,28.662572189497833,-5.411298442376951
216,97.68152435638729,25.876440154931842,-6.352866092353439
217,99.28954417977997,27.241317693329332,-2.5982925157937653
218,98.54390935651269,31.35116682889724,-5.825948129708116
219,100.24562241815897,26.538916867919585,-2.427223355510894
220,106.94397570002053,30.713972887919564,-3.873989558135752
221,94.39820442222475,24.755080062986394,-9.18673077759357
222,102.05878057112353,29.670917235940205,-0.15372264052392204
223,95.16185238643105,32.34351463940317,0.4346549628602334
224,98.5842044026317,20.541179352282708,-6.948083939791715
225,103.2668517909021,25.502731161488256,-6.429562360058734
226,100.19284005728639,29.56193738467642,-4.565601319988291
227,96.76676566621208,27.158888920240926,-4.576566934114155
228,97.85408887222009,28.818766773718945,-3.7610442979689704
229,102.03879324680403,25.830677668692665,0.13719668839936272
230,97.80890010484859,27.83970666649393,-6.5809984222940585
231,100.64937576874593,27.050209673134106,-8.601788285339497
232,100.13671551971144,30.957891639524874,-10.501594047679948
233,98.04519895718255,28.155112059684203,-8.713166295374341
234,106.43183226797598,28.341961591241283,-6.7764969060822
235,101.90175706695403,26.030826781883384,-1.4501822088196779
236,93.92457224002717,25.740943083268412,-8.543429508393778
237,100.55936294430828,25.84339126726214,-6.475971568280794
238,98.01464060569484,28.261726333091,-7.353343923327977
239,102.55730000438867,25.752720538730433,-3.895635226677694
240,97.6224377847019,27.82230262711557,-0.03675758131329765
241,99.6557906755993,33.11648452759776,-9.366900989607357
242,101.51496183694137,29.440960317191628,-9.399352810313285
243,102.59726558251036,25.786819685628135,-4.955291663463628
244,96.39911077883266,30.305836123858604,-6.198839637704134
245,98.99649629247716,25.415272313537226,-2.8611319412871996
246,98.57516406651713,20.46242890230343,-6.806209174429625
247,98.04001230227887,23.48984765031989,-9.792609814680928
248,105.29636272084329,20.839034895229645,-7.099508862155046
249,101.21494513288286,25.33417428141839,-5.702102424395475
250,96.21734813699487,26.381273946346084,-6.72350643446433
251,102.75358584116432,31.292634820838387,-7.8198706966467615
252,106.3664685910379,27.18140908054014,-6.298408533113417
253,103.09739578165345,25.48062944805617,-6.147285642456078
254,95.44189010213796,28.563451853268337,-5.665435252592746
255,98.54729778140124,19.379133257929322,-8.022522374848624
256,103.80073344755986,26.656686934513786,-10.62674609048034
257,97.87699160314367,28.199742917084098,-9.84199060214204
258,101.33145828443868,21.38869267331878,-6.819344573829163
259,102.32390216028801,29.193017615514204,-13.046418298228165
260,97.21920858526575,26.71454878361177,-9.646331170559979
261,99.82142393181459,24.390499894661232,-12.08910734607299
262,90.27619797979278,27.4720133099176,-10.979596252198679
263,96.92683707599713,32.323050360247045,-7.38721494509346
264,99.24229554582053,25.99387462724445,-10.806013140767877
265,96.25665045410545,26.13024169620508,-11.396740512271366
266,104.8972339117949,23.94480131391845,-15.772358391591794
267,95.7095758661181,22.71065497937992,-9.610769082482598
268,98.67986653990904,27.688499612642143,-10.06981704905326
269,100.39222173185827,22.566544760517914,-5.673245234472329
270,104.32381986719835,25.2867990251378,-13.243083921159943
271,95.69241354646168,23.576432048419385,-11.81903804522135
272,103.48949125646487,26.383647941189018,-11.885077788993124
273,100.03069918305876,25.8849988550458,-8.057608812747192
274,97.05547404685615,27.93393644719376,-13.232595061110695
275,101.38631042278982,23.228571493090932,-12.266383698551046
276,100.59717908672042,23.88629995901017,-11.436498558624677
277,98.19934936852361,21.69693769277847,-12.857100530217446
278,100.20940625497006,23.237653135132167,-14.91296855525033
279,98.84405920941472,25.639738469730165,-13.148137544816047
280,100.34055203575375,26.716106915766776,-10.666252085843878
281,101.98639202356314,21.615949168532953,-17.1234330455686
282,104.75805044843605,26.928566976617923,-13.801717936807014
283,96.28655350351946,28.3239668679509,-16.457729215977395
284,106.3991001239688,25.43466207644226,-10.928966696297572
285,94.1437366014325,29.762048879680467,-19.24040710933565
286,99.54464471489325,21.747597919930662,-16.504351748711322
287,101.76495161945373,20.27230548254224,-13.85269039361521
288,100.8429756032051,18.607412920998765,-10.444493743017976
289,98.13190144053821,28.36901067741426,-15.495056425852193
290,99.37563324892817,25.781278787243995,-17.12014403462505
291,98.5209971960235,23.588731880685565,-9.967814058135907
292,98.23190572916737,24.532695847611496,-20.11206677961864
293,102.54880629106307,20.253626901992018,-22.52118276014238
294,101.07104645789514,30.90465405797274,-14.761461352034354
295,97.92127121421804,23.89236574028305,-17.744407187164416
296,102.69879962629975,23.770190653407155,-19.458682777410946
297,100.92189856262983,25.556610216523662,-14.426654796032972
298,102.43858635651688,24.759642115272836,-15.97706180852966
299,101.88888652577084,23.925570568135196,-18.557439653965673
300,97.51301496723379,20.81979920419698,-20.862856769680388
301,98.31945687940909,24.542931717176014,-14.561311400739497
302,102.24188081536978,28.711904210428237,-15.38481966361618
303,101.8311107963004,27.039394934703175,-17.789690600742535
304,99.93729521810755,27.719998751391543,-12.108991833173613
305,100.35198214992634,21.34409591741491,-21.0158969322073
306,103.83299468736527,19.84623256116783,-22.538957957915283
307,98.2252858334925,22.37499033687974,-20.19484646669702
308,101.64129214351011,22.856829909279877,-18.41262011803201
309,99.39342204269832,25.909533803061752,-17.702583532909664
310,99.34695639031834,17.486869433739557,-19.313049866358956
311,103.29633055596157,27.090218356500962,-17.689915315159308
312,102.47624904696409,21.964847777617265,-22.657439589185753
313,102.44052890800191,21.09553233874708,-14.728267316306868
314,103.91643642146299,19.27716649804395,-19.462754475616578
315,100.06301152489827,17.28621368346225,-16.02115325758671
316,102.04585891388489,24.657599526180416,-18.501604525130208
317,99.06919973021964,22.345345751094992,-18.316260718714194
318,100.97249905746533,18.192813225541727,-18.133958347391165
319,99.60957083689695,18.11476368380915,-18.656874319948056
